point,sr1,asr1,sr2,asr2,sr3,asr3,sr4,asr4
529,34539,34010,36947,36710,25289,24516,25261,24494
530,34536,34003,36946,36709,25284,24523,25261,24489
531,34530,34007,36956,36726,25282,24536,25252,24470
532,34541,34013,36945,36709,25287,24531,25252,24479
533,34549,34025,36952,36696,25289,24523,25262,24489
534,34558,34025,36948,36698,25295,24522,25262,24490
535,34555,34054,36947,36707,25300,24501,25261,24488
536,34550,34068,36943,36702,25293,24515,25259,24486
537,34560,34060,36937,36688,25291,24526,25253,24502
538,34561,34074,36931,36681,25282,24521,25254,24479
539,34561,34095,36933,36699,25276,24519,25261,24483
540,34549,34093,36928,36683,25274,24512,25255,24486
541,34548,34096,36924,36680,25278,24524,25254,24491
542,34560,34114,36922,36682,25283,24544,25247,24499
543,34574,34120,36931,36688,25283,24530,25252,24490
544,34571,34129,36916,36673,25285,24520,25257,24494
545,34555,34119,36915,36677,25291,24513,25251,24500
546,34558,34115,36923,36684,25287,24508,25254,24490
547,34554,34119,36923,36703,25283,24526,25256,24501
548,34559,34114,36914,36712,25272,24532,25255,24511
549,34555,34114,36919,36707,25281,24533,25250,24502
550,34554,34106,36924,36692,25285,24529,25249,24505
551,34554,34114,36926,36688,25285,24523,25251,24490
552,34537,34126,36915,36689,25284,24526,25251,24482
553,34537,34130,36910,36684,25283,24527,25259,24470
554,34537,34110,36921,36679,25287,24525,25262,24477
555,34531,34107,36931,36689,25288,24520,25257,24492
556,34528,34101,36917,36688,25280,24520,25254,24487
557,34548,34114,36915,36682,25284,24512,25252,24475
558,34551,34124,36924,36691,25286,24493,25257,24482
559,34554,34134,36931,36696,25287,24507,25258,24498
560,34541,34128,36921,36681,25285,24511,25246,24498
561,34543,34100,36911,36664,25285,24506,25253,24496
562,34532,34101,36905,36652,25288,24509,25254,24498
563,34539,34098,36900,36639,25287,24516,25252,24504
564,34530,34105,36902,36629,25283,24503,25253,24489
565,34526,34101,36892,36640,25280,24505,25256,24466
566,34523,34090,36889,36640,25285,24511,25259,24456
567,34529,34089,36889,36654,25287,24514,25254,24459
568,34520,34105,36890,36669,25279,24507,25254,24481
569,34520,34115,36881,36650,25277,24527,25252,24477
570,34523,34117,36885,36658,25278,24524,25245,24476
571,34526,34124,36894,36675,25282,24529,25248,24481
572,34517,34114,36889,36656,25279,24522,25246,24470
573,34507,34092,36890,36644,25274,24528,25247,24482
574,34507,34099,36889,36634,25272,24543,25251,24493
575,34511,34094,36889,36657,25272,24535,25245,24494
576,34506,34095,36891,36653,25273,24518,25256,24491
577,34510,34091,36886,36659,25277,24502,25251,24494
578,34506,34074,36877,36648,25282,24506,25246,24496
579,34496,34068,36882,36641,25285,24515,25245,24503
580,34490,34077,36880,36641,25281,24512,25244,24494
581,34494,34080,36872,36644,25279,24511,25251,24492
582,34491,34068,36870,36644,25284,24524,25257,24482
583,34490,34065,36874,36656,25281,24519,25250,24503
584,34497,34069,36873,36654,25277,24508,25249,24496
585,34493,34076,36869,36641,25281,24508,25247,24478
586,34490,34091,36865,36623,25280,24505,25251,24477
587,34482,34083,36866,36619,25282,24507,25261,24489
588,34490,34091,36875,36628,25274,24519,25250,24481
589,34501,34085,36863,36623,25277,24526,25243,24480
590,34505,34070,36869,36612,25282,24515,25251,24489
591,34502,34072,36868,36609,25285,24515,25257,24484
592,34500,34063,36866,36603,25271,24514,25254,24491
593,34482,34061,36864,36602,25277,24508,25252,24486
594,34480,34053,36850,36596,25277,24501,25246,24482
595,34489,34057,36843,36591,25275,24504,25250,24487
596,34486,34045,36833,36586,25269,24511,25246,24488
597,34496,34045,36836,36585,25270,24509,25250,24503
598,34500,34066,36834,36582,25272,24524,25245,24496
599,34493,34070,36842,36585,25283,24526,25240,24483
600,34486,34059,36834,36578,25280,24513,25235,24488
601,34487,34052,36826,36580,25276,24501,25239,24479
602,34478,34039,36825,36579,25281,24501,25249,24478
603,34468,34040,36821,36576,25285,24512,25252,24487
604,34460,34016,36816,36575,25283,24507,25248,24477
605,34469,34026,36825,36575,25278,24514,25247,24498
606,34462,34031,36825,36594,25275,24533,25246,24478
607,34468,34029,36824,36609,25278,24512,25249,24482
608,34463,34035,36821,36596,25276,24515,25249,24492
609,34458,34005,36818,36569,25273,24514,25252,24478
610,34465,33982,36822,36559,25273,24516,25257,24471
611,34459,33970,36820,36568,25271,24525,25258,24471
612,34446,33972,36811,36559,25265,24522,25243,24481
613,34441,33960,36806,36555,25266,24524,25247,24471
614,34439,33966,36802,36558,25276,24516,25249,24473
615,34443,33987,36798,36564,25269,24507,25253,24466
616,34448,34004,36789,36558,25271,24512,25254,24467
617,34459,34012,36796,36563,25281,24522,25252,24476
618,34471,34009,36794,36558,25282,24534,25246,24490
619,34469,33993,36798,36573,25283,24524,25246,24493
620,34465,33997,36791,36562,25269,24515,25239,24481
621,34465,34001,36788,36561,25267,24520,25242,24475
622,34451,34018,36789,36567,25274,24512,25246,24471
623,34440,34007,36775,36555,25270,24508,25245,24463
624,34437,34002,36774,36548,25269,24501,25241,24485
625,34436,34002,36774,36531,25278,24503,25241,24500
626,34429,33986,36774,36511,25276,24510,25243,24483
627,34427,33984,36773,36522,25271,24504,25249,24461
628,34425,33965,36773,36531,25273,24504,25234,24475
629,34415,33975,36775,36531,25273,24509,25243,24476
630,34423,33977,36772,36527,25266,24521,25245,24480
631,34436,33986,36773,36508,25270,24522,25240,24485
632,34439,33978,36775,36513,25274,24526,25244,24484
633,34431,33985,36769,36516,25279,24510,25250,24481
634,34428,33975,36780,36517,25276,24507,25241,24487
635,34426,33993,36780,36525,25275,24513,25240,24492
636,34423,33973,36769,36516,25272,24522,25240,24490
637,34431,33982,36770,36511,25273,24517,25245,24478
638,34435,33982,36758,36522,25273,24514,25245,24475
639,34432,33992,36764,36530,25271,24511,25248,24469
640,34422,34000,36761,36540,25268,24515,25250,24465
641,34417,34012,36774,36541,25274,24508,25251,24473
642,34414,34004,36792,36537,25268,24500,25245,24462
643,34424,33988,36789,36529,25275,24489,25248,24475
644,34414,33983,36786,36534,25273,24495,25244,24472
645,34412,33971,36793,36522,25274,24501,25245,24479
646,34407,33975,36789,36523,25278,24511,25248,24486
647,34401,33966,36774,36520,25274,24509,25244,24497
648,34393,33966,36763,36493,25272,24512,25242,24493
649,34398,33965,36755,36505,25277,24523,25241,24497
650,34393,33954,36761,36511,25280,24529,25242,24501
651,34394,33967,36753,36508,25282,24521,25242,24491
652,34395,33960,36738,36498,25277,24531,25240,24477
653,34411,33961,36736,36496,25270,24532,25239,24475
654,34408,33960,36745,36494,25272,24520,25247,24477
655,34418,33966,36749,36482,25271,24507,25246,24473
656,34414,33969,36740,36493,25270,24492,25242,24477
657,34402,33966,36746,36493,25274,24495,25243,24474
658,34391,33947,36744,36475,25275,24507,25247,24466
659,34381,33944,36746,36464,25276,24504,25250,24471
660,34374,33948,36737,36470,25272,24511,25250,24471
661,34379,33949,36720,36468,25268,24516,25243,24470
662,34383,33950,36723,36482,25268,24520,25246,24477
663,34380,33953,36728,36492,25267,24497,25250,24486
664,34374,33928,36717,36469,25265,24494,25242,24474
665,34382,33909,36718,36473,25268,24498,25241,24469
666,34383,33916,36725,36471,25269,24506,25241,24482
667,34385,33938,36721,36450,25274,24502,25241,24488
668,34368,33928,36714,36459,25267,24508,25240,24497
669,34360,33920,36721,36472,25265,24514,25235,24499
670,34356,33903,36733,36486,25275,24526,25241,24500
671,34366,33898,36734,36481,25272,24541,25248,24489
672,34366,33902,36719,36445,25269,24542,25245,24484
673,34368,33903,36710,36453,25271,24525,25245,24475
674,34361,33910,36702,36467,25265,24503,25246,24476
675,34361,33890,36708,36473,25267,24498,25245,24473
676,34357,33871,36716,36474,25265,24498,25242,24478
677,34358,33873,36723,36483,25267,24496,25239,24487
678,34356,33849,36727,36498,25270,24496,25243,24491
679,34337,33836,36726,36481,25270,24495,25235,24482
680,34336,33846,36721,36463,25274,24500,25236,24474
681,34341,33841,36716,36453,25275,24504,25240,24468
682,34345,33845,36713,36454,25277,24508,25240,24483
683,34345,33866,36717,36458,25271,24508,25239,24487
684,34344,33860,36718,36450,25269,24513,25247,24486
685,34344,33836,36721,36475,25272,24506,25248,24494
686,34344,33817,36720,36474,25271,24492,25237,24492
687,34326,33796,36726,36494,25269,24495,25239,24480
688,34312,33795,36724,36497,25276,24494,25236,24486
689,34314,33772,36734,36469,25272,24505,25236,24487
690,34310,33746,36723,36472,25268,24507,25239,24489
691,34314,33750,36724,36463,25268,24516,25237,24482
692,34314,33758,36714,36455,25275,24514,25242,24492
693,34316,33769,36712,36448,25268,24504,25244,24479
694,34321,33781,36715,36439,25265,24514,25237,24483
695,34328,33791,36716,36450,25276,24510,25234,24483
696,34321,33803,36708,36455,25271,24504,25245,24479
697,34330,33806,36708,36437,25275,24504,25248,24478
698,34318,33802,36696,36413,25283,24509,25240,24492
699,34317,33810,36695,36399,25279,24522,25243,24503
700,34316,33819,36691,36397,25273,24500,25239,24486
701,34317,33848,36681,36391,25276,24492,25246,24492
702,34320,33854,36679,36362,25266,24496,25244,24491
703,34324,33849,36680,36352,25266,24504,25241,24494
704,34316,33854,36673,36373,25267,24511,25235,24488
705,34317,33848,36676,36376,25267,24507,25237,24478
706,34317,33847,36666,36363,25270,24512,25237,24481
707,34312,33850,36670,36352,25266,24512,25238,24477
708,34308,33844,36669,36344,25264,24518,25240,24486
709,34314,33857,36669,36350,25264,24510,25237,24491
710,34303,33841,36661,36333,25264,24501,25236,24477
711,34302,33846,36665,36337,25262,24496,25245,24468
712,34309,33862,36647,36317,25261,24492,25246,24476
713,34308,33856,36642,36330,25269,24489,25250,24489
714,34313,33831,36647,36340,25268,24506,25245,24490
715,34307,33841,36661,36330,25270,24528,25240,24470
716,34304,33854,36650,36303,25263,24532,25239,24477
717,34315,33869,36656,36313,25266,24518,25246,24468
718,34315,33861,36651,36344,25261,24504,25239,24483
719,34318,33844,36650,36363,25267,24498,25238,24468
720,34313,33851,36645,36358,25270,24514,25235,24475
721,34320,33859,36645,36349,25266,24525,25238,24490
722,34321,33871,36643,36356,25266,24515,25238,24483
723,34316,33877,36631,36353,25266,24509,25235,24498
724,34310,33881,36635,36350,25263,24507,25243,24491
725,34300,33895,36647,36358,25265,24507,25239,24469
726,34299,33875,36654,36359,25263,24509,25239,24483
727,34304,33845,36654,36362,25270,24507,25237,24474
728,34290,33822,36632,36370,25262,24488,25234,24487
729,34285,33818,36629,36364,25262,24481,25241,24486
730,34294,33825,36632,36355,25274,24483,25246,24469
731,34291,33816,36633,36341,25273,24484,25242,24468
732,34281,33817,36632,36329,25272,24501,25233,24479
733,34281,33830,36635,36343,25275,24500,25236,24475
734,34287,33830,36633,36356,25270,24495,25237,24474
735,34295,33831,36633,36375,25265,24482,25239,24486
736,34296,33813,36631,36373,25263,24508,25235,24486
737,34284,33824,36624,36361,25262,24510,25238,24470
738,34289,33820,36626,36367,25270,24491,25250,24484
739,34292,33831,36635,36356,25262,24499,25251,24480
740,34279,33809,36628,36366,25265,24495,25243,24472
741,34276,33799,36619,36343,25269,24485,25243,24478
742,34272,33793,36609,36341,25265,24489,25247,24470
743,34261,33799,36608,36330,25265,24502,25237,24480
744,34266,33806,36598,36307,25266,24494,25230,24483
745,34281,33799,36601,36324,25267,24484,25228,24482
746,34272,33787,36592,36327,25260,24475,25236,24480
747,34266,33786,36599,36328,25260,24488,25242,24469
748,34251,33789,36585,36324,25262,24502,25231,24472
749,34253,33788,36584,36326,25262,24501,25228,24462
750,34260,33780,36583,36320,25266,24509,25237,24468
751,34251,33783,36574,36305,25271,24515,25235,24473
752,34255,33777,36555,36279,25272,24512,25236,24473
753,34260,33782,36560,36264,25269,24504,25237,24474
754,34263,33799,36559,36258,25265,24504,25231,24478
755,34260,33822,36556,36260,25268,24495,25238,24475
756,34262,33819,36550,36273,25259,24496,25238,24484
757,34264,33805,36556,36277,25260,24493,25242,24474
758,34253,33782,36570,36278,25264,24499,25242,24460
759,34252,33770,36574,36293,25266,24497,25239,24452
760,34256,33780,36565,36286,25270,24495,25241,24464
761,34247,33775,36564,36281,25271,24519,25239,24477
762,34241,33760,36563,36273,25271,24520,25237,24475
763,34241,33745,36565,36283,25271,24512,25239,24486
764,34236,33744,36555,36306,25267,24509,25240,24480
765,34235,33767,36553,36295,25270,24495,25244,24475
766,34232,33771,36557,36272,25269,24494,25247,24477
767,34226,33770,36558,36267,25267,24497,25242,24470
768,34223,33763,36554,36273,25265,24491,25235,24477
769,34231,33754,36552,36255,25266,24478,25238,24478
770,34238,33737,36552,36252,25269,24500,25238,24481
771,34242,33735,36540,36250,25269,24503,25243,24478
772,34241,33743,36528,36241,25272,24498,25238,24481
773,34229,33743,36528,36244,25265,24507,25238,24466
774,34220,33736,36531,36258,25266,24504,25237,24477
775,34221,33734,36536,36268,25270,24492,25237,24466
776,34222,33738,36536,36272,25267,24501,25233,24480
777,34209,33738,36541,36257,25268,24516,25237,24478
778,34209,33733,36536,36245,25258,24517,25238,24467
779,34215,33720,36527,36245,25263,24524,25232,24469
780,34210,33728,36524,36241,25257,24518,25232,24473
781,34205,33732,36517,36243,25263,24506,25241,24468
782,34202,33735,36521,36249,25264,24515,25238,24474
783,34215,33743,36520,36251,25260,24519,25236,24473
784,34216,33732,36525,36263,25259,24512,25237,24468
785,34209,33714,36535,36244,25262,24503,25237,24468
786,34208,33705,36536,36244,25263,24513,25238,24487
787,34211,33730,36539,36253,25270,24501,25238,24488
788,34207,33734,36534,36254,25263,24503,25231,24482
789,34206,33744,36539,36243,25263,24495,25236,24464
790,34215,33750,36550,36244,25263,24490,25237,24485
791,34213,33747,36555,36265,25268,24484,25235,24471
792,34203,33742,36547,36277,25261,24500,25236,24467
793,34214,33726,36534,36253,25264,24496,25238,24464
794,34219,33712,36533,36217,25264,24496,25239,24472
795,34211,33738,36533,36219,25266,24496,25242,24482
796,34201,33758,36517,36224,25265,24500,25238,24479
797,34196,33764,36509,36207,25272,24498,25235,24484
798,34192,33744,36510,36195,25275,24507,25238,24497
799,34184,33723,36505,36216,25271,24499,25235,24484
800,34186,33705,36496,36210,25259,24509,25239,24475
801,34187,33696,36496,36213,25261,24519,25238,24474
802,34189,33701,36493,36213,25255,24520,25242,24465
803,34183,33718,36496,36221,25263,24503,25235,24476
804,34171,33728,36486,36202,25266,24504,25231,24468
805,34170,33725,36481,36191,25267,24498,25231,24459
806,34174,33715,36485,36194,25273,24490,25230,24469
807,34165,33705,36488,36193,25271,24478,25236,24465
808,34163,33711,36478,36177,25261,24486,25232,24456
809,34166,33696,36474,36179,25258,24491,25237,24456
810,34161,33695,36477,36186,25266,24483,25237,24466
811,34162,33690,36485,36187,25272,24497,25230,24461
812,34151,33672,36492,36204,25268,24509,25235,24459
813,34160,33667,36495,36216,25259,24513,25237,24467
814,34161,33676,36489,36210,25259,24518,25239,24485
815,34154,33683,36481,36203,25260,24512,25241,24494
816,34146,33688,36469,36187,25262,24508,25232,24493
817,34145,33663,36478,36200,25261,24500,25234,24486
818,34142,33668,36482,36205,25261,24510,25231,24468
819,34143,33678,36479,36206,25265,24500,25231,24451
820,34144,33669,36485,36199,25267,24494,25232,24468
821,34155,33680,36477,36172,25265,24501,25235,24467
822,34157,33677,36465,36156,25263,24514,25237,24464
823,34152,33674,36465,36148,25265,24513,25239,24468
824,34148,33675,36454,36154,25264,24512,25234,24477
825,34138,33665,36448,36165,25264,24517,25230,24484
826,34137,33675,36457,36139,25258,24507,25233,24463
827,34138,33661,36449,36137,25259,24505,25232,24464
828,34123,33648,36440,36128,25255,24505,25227,24469
829,34118,33650,36452,36125,25259,24506,25226,24495
830,34125,33644,36453,36122,25263,24514,25238,24478
831,34139,33641,36454,36098,25264,24506,25235,24457
832,34140,33637,36443,36085,25263,24506,25232,24466
833,34132,33648,36424,36093,25272,24507,25230,24464
834,34122,33656,36424,36092,25261,24496,25230,24457
835,34126,33653,36471,36317,25262,24498,25238,24455
836,34125,33642,36617,37087,25269,24517,25234,24457
837,34118,33630,36920,38822,25267,24508,25238,24475
838,34120,33636,37418,41875,25260,24497,25237,24476
839,34121,33627,37987,45406,25259,24508,25233,24470
840,34125,33626,38321,47710,25266,24507,25232,24474
841,34123,33635,38382,48428,25269,24500,25236,24458
842,34119,33636,38244,47875,25269,24497,25227,24459
843,34119,33629,37901,45994,25263,24496,25228,24478
844,34112,33601,37353,42738,25264,24494,25230,24485
845,34106,33595,36815,39350,25270,24495,25231,24477
846,34116,33598,36522,37270,25268,24493,25234,24474
847,34120,33601,36422,36387,25262,24492,25230,24476
848,34111,33607,36385,36078,25260,24491,25235,24485
849,34107,33580,36389,36011,25266,24484,25236,24476
850,34105,33535,36391,36041,25264,24500,25234,24456
